week,origin_state,dest_state,count
2020-03-07,North Dakota,Arizona,43
2020-03-07,Idaho,Texas,7
2020-03-07,Louisiana,Georgia,107
2020-03-07,Arizona,Alaska,6
2020-03-07,Massachusetts,Colorado,59
2020-03-07,Massachusetts,Virginia,27
2020-03-07,California,Nebraska,12
2020-03-07,New Jersey,Louisiana,34
2020-03-07,Wisconsin,Michigan,20
2020-03-07,Oklahoma,California,9
2020-03-07,Georgia,Washington,48
2020-03-07,Illinois,Hawaii,19
2020-03-07,Washington,South Carolina,5
2020-03-07,Texas,Alabama,41
2020-03-07,Minnesota,Utah,36
2020-03-07,Washington,Ohio,11
2020-03-07,North Carolina,Massachusetts,150
2020-03-07,Virginia,Illinois,12
2020-03-07,Florida,Wisconsin,125
2020-03-07,Oregon,Minnesota,20
2020-03-07,Illinois,Kentucky,19
2020-03-07,Arizona,Tennessee,39
2020-03-07,New Mexico,Texas,107
2020-03-07,Maryland,Texas,137
2020-03-07,Washington,Tennessee,20
2020-03-07,Kentucky,California,5
2020-03-07,North Carolina,Maine,14
2020-03-07,Connecticut,South Carolina,5
2020-03-07,Massachusetts,Arizona,36
2020-03-07,Oregon,Michigan,5
2020-03-07,Nevada,Texas,403
2020-03-07,Arkansas,Nevada,10
2020-03-07,Connecticut,Georgia,44
2020-03-07,Nevada,Wisconsin,25
2020-03-07,Illinois,Wisconsin,12
2020-03-07,Washington,Indiana,13
2020-03-07,Missouri,Maryland,37
2020-03-07,Oregon,Georgia,20
2020-03-07,Minnesota,Nebraska,2
2020-03-07,Nevada,Missouri,72
2020-03-07,Texas,Iowa,20
2020-03-07,Florida,Mississippi,2
2020-03-07,Pennsylvania,Washington,21
2020-03-07,New York,Vermont,21
2020-03-07,Colorado,Alabama,3
2020-03-07,District of Columbia,Virginia,7
2020-03-07,Maryland,Alabama,7
2020-03-07,Pennsylvania,Illinois,143
2020-03-07,Texas,Ohio,85
2020-03-07,Michigan,New Jersey,13
2020-03-07,Texas,Minnesota,97
2020-03-07,Texas,Massachusetts,109
2020-03-07,Illinois,District of Columbia,158
2020-03-07,Arizona,Arkansas,8
2020-03-07,South Carolina,Illinois,24
2020-03-07,Georgia,Ohio,222
2020-03-07,Rhode Island,Florida,97
2020-03-07,Nevada,Illinois,174
2020-03-07,Arizona,South Dakota,17
2020-03-07,Missouri,Massachusetts,18
2020-03-07,District of Columbia,Arizona,35
2020-03-07,Nevada,California,1030
2020-03-07,District of Columbia,Massachusetts,184
2020-03-07,District of Columbia,Hawaii,7
2020-03-07,Michigan,Rhode Island,7
2020-03-07,New York,Wyoming,2
2020-03-07,Massachusetts,Washington,38
2020-03-07,Indiana,Missouri,7
2020-03-07,Georgia,Oklahoma,62
2020-03-07,Wisconsin,Colorado,42
2020-03-07,Illinois,South Carolina,22
2020-03-07,Missouri,Wisconsin,24
2020-03-07,Wyoming,Georgia,7
2020-03-07,Texas,District of Columbia,227
2020-03-07,Arizona,Pennsylvania,77
2020-03-07,District of Columbia,Minnesota,38
2020-03-07,Georgia,Colorado,127
2020-03-07,Nevada,Maryland,35
2020-03-07,Florida,Florida,351
2020-03-07,Ohio,Nevada,58
2020-03-07,Arizona,Georgia,94
2020-03-07,Idaho,Arizona,29
2020-03-07,North Carolina,Georgia,262
2020-03-07,New Mexico,Illinois,8
2020-03-07,Kentucky,Maryland,19
2020-03-07,Oregon,Colorado,77
2020-03-07,California,New Jersey,247
2020-03-07,Washington,Pennsylvania,21
2020-03-07,Minnesota,Alaska,5
2020-03-07,Colorado,Wisconsin,41
2020-03-07,Louisiana,Tennessee,29
2020-03-07,Colorado,Minnesota,97
2020-03-07,North Carolina,Maryland,131
2020-03-07,Virginia,Colorado,9
2020-03-07,New York,Georgia,351
2020-03-07,Georgia,Nebraska,32
2020-03-07,Florida,Virginia,88
2020-03-07,Colorado,Florida,292
2020-03-07,Texas,Maryland,148
2020-03-07,Maryland,Louisiana,29
2020-03-07,Indiana,Florida,237
2020-03-07,South Dakota,Colorado,10
2020-03-07,Nebraska,Missouri,15
2020-03-07,Michigan,Indiana,2
2020-03-07,District of Columbia,New Jersey,24
2020-03-07,New York,California,485
2020-03-07,Montana,California,3
2020-03-07,Illinois,North Carolina,100
2020-03-07,Louisiana,Maryland,29
2020-03-07,Arizona,Nebraska,41
2020-03-07,Florida,California,304
2020-03-07,Indiana,Illinois,6
2020-03-07,Pennsylvania,Florida,593
2020-03-07,South Carolina,Ohio,7
2020-03-07,Montana,Georgia,4
2020-03-07,Missouri,Nevada,66
2020-03-07,Connecticut,Texas,7
2020-03-07,Nevada,Hawaii,22
2020-03-07,California,Ohio,70
2020-03-07,Louisiana,Texas,242
2020-03-07,Nebraska,Tennessee,1
2020-03-07,New York,Michigan,104
2020-03-07,Louisiana,Florida,127
2020-03-07,Maryland,South Carolina,34
2020-03-07,Utah,North Carolina,22
2020-03-07,Georgia,California,313
2020-03-07,Missouri,Colorado,97
2020-03-07,New Jersey,Nevada,60
2020-03-07,Texas,Oklahoma,148
2020-03-07,North Carolina,Oregon,7
2020-03-07,Mississippi,Tennessee,2
2020-03-07,Ohio,New York,11
2020-03-07,Nevada,South Dakota,8
2020-03-07,California,Hawaii,602
2020-03-07,Texas,Louisiana,242
2020-03-07,Arizona,Utah,132
2020-03-07,Georgia,Oregon,20
2020-03-07,Maryland,California,83
2020-03-07,District of Columbia,Connecticut,7
2020-03-07,California,Arizona,750
2020-03-07,Minnesota,Georgia,83
2020-03-07,Ohio,Massachusetts,39
2020-03-07,Washington,North Carolina,33
2020-03-07,Illinois,New Jersey,81
2020-03-07,Georgia,Vermont,2
2020-03-07,New York,New Jersey,3
2020-03-07,Nevada,New Jersey,60
2020-03-07,Illinois,Georgia,195
2020-03-07,Missouri,Tennessee,40
2020-03-07,Connecticut,Michigan,15
2020-03-07,Tennessee,Texas,237
2020-03-07,Arizona,Nevada,191
2020-03-07,Iowa,Georgia,27
2020-03-07,Nevada,New Mexico,25
2020-03-07,Nevada,North Dakota,17
2020-03-07,New Jersey,Oregon,18
2020-03-07,New Hampshire,Illinois,7
2020-03-07,Hawaii,District of Columbia,7
2020-03-07,Tennessee,Pennsylvania,52
2020-03-07,Florida,Vermont,3
2020-03-07,Maryland,Florida,398
2020-03-07,North Dakota,Nevada,17
2020-03-07,New York,New Mexico,7
2020-03-07,Vermont,Florida,3
2020-03-07,North Carolina,Pennsylvania,155
2020-03-07,Ohio,Florida,469
2020-03-07,Nebraska,Nevada,30
2020-03-07,Nebraska,Washington,7
2020-03-07,Tennessee,Georgia,202
2020-03-07,Virginia,Maryland,31
2020-03-07,Nebraska,North Carolina,7
2020-03-07,Nevada,Michigan,76
2020-03-07,Massachusetts,Pennsylvania,161
2020-03-07,Ohio,Utah,15
2020-03-07,Massachusetts,Ohio,39
2020-03-07,New York,New York,136
2020-03-07,South Dakota,Florida,8
2020-03-07,Georgia,Indiana,79
2020-03-07,Illinois,Virginia,12
2020-03-07,Missouri,Indiana,12
2020-03-07,Minnesota,Idaho,6
2020-03-07,Pennsylvania,California,130
2020-03-07,Georgia,Louisiana,103
2020-03-07,Wisconsin,Illinois,12
2020-03-07,Michigan,Nevada,76
2020-03-07,Illinois,Alabama,12
2020-03-07,Vermont,Georgia,1
2020-03-07,Oklahoma,Florida,8
2020-03-07,Michigan,Florida,438
2020-03-07,Alabama,Georgia,119
2020-03-07,Montana,Arizona,17
2020-03-07,Oregon,Illinois,46
2020-03-07,Tennessee,Mississippi,2
2020-03-07,Washington,Minnesota,64
2020-03-07,Alabama,Colorado,3
2020-03-07,Oklahoma,Texas,148
2020-03-07,Pennsylvania,Missouri,34
2020-03-07,Nevada,Ohio,58
2020-03-07,Georgia,New Mexico,13
2020-03-07,South Carolina,Michigan,10
2020-03-07,Arizona,Illinois,241
2020-03-07,New Jersey,Colorado,70
2020-03-07,Colorado,Iowa,44
2020-03-07,New York,Massachusetts,264
2020-03-07,Georgia,District of Columbia,193
2020-03-07,North Carolina,Oklahoma,7
2020-03-07,Michigan,Washington,33
2020-03-07,California,District of Columbia,188
2020-03-07,Washington,Oregon,44
2020-03-07,Michigan,Louisiana,35
2020-03-07,Nevada,Kansas,9
2020-03-07,Virginia,North Carolina,65
2020-03-07,Ohio,District of Columbia,16
2020-03-07,South Carolina,Tennessee,9
2020-03-07,Michigan,Connecticut,15
2020-03-07,Texas,New York,327
2020-03-07,Illinois,Maryland,71
2020-03-07,District of Columbia,Washington,47
2020-03-07,Hawaii,Minnesota,6
2020-03-07,Arizona,Oklahoma,30
2020-03-07,Colorado,Colorado,2
2020-03-07,New Jersey,Arizona,55
2020-03-07,Washington,New York,57
2020-03-07,Utah,Oregon,41
2020-03-07,Utah,Colorado,103
2020-03-07,Arizona,Montana,17
2020-03-07,Maryland,Nevada,36
2020-03-07,New Jersey,South Carolina,20
2020-03-07,Indiana,Louisiana,3
2020-03-07,Tennessee,Iowa,5
2020-03-07,Arizona,District of Columbia,37
2020-03-07,Minnesota,Hawaii,6
2020-03-07,New Jersey,Montana,7
2020-03-07,Oregon,New Jersey,18
2020-03-07,Arizona,Kansas,10
2020-03-07,Maryland,Ohio,58
2020-03-07,Utah,Georgia,60
2020-03-07,Iowa,Missouri,13
2020-03-07,Iowa,Florida,35
2020-03-07,Georgia,Georgia,141
2020-03-07,Nevada,Utah,87
2020-03-07,New York,Arizona,63
2020-03-07,Massachusetts,Florida,482
2020-03-07,Nevada,Nevada,154
2020-03-07,Colorado,Oregon,72
2020-03-07,California,Montana,3
2020-03-07,Arizona,New York,63
2020-03-07,Florida,Illinois,882
2020-03-07,Missouri,New Mexico,6
2020-03-07,Arizona,Washington,188
2020-03-07,Texas,Kentucky,21
2020-03-07,Missouri,Arkansas,13
2020-03-07,Rhode Island,Maryland,27
2020-03-07,California,Oklahoma,9
2020-03-07,New Jersey,Ohio,22
2020-03-07,Georgia,Illinois,196
2020-03-07,Wisconsin,Ohio,11
2020-03-07,Utah,Michigan,29
2020-03-07,Indiana,Georgia,75
2020-03-07,Michigan,Ohio,11
2020-03-07,Minnesota,Oregon,20
2020-03-07,Oregon,North Carolina,7
2020-03-07,Oklahoma,North Carolina,7
2020-03-07,Colorado,Washington,148
2020-03-07,District of Columbia,New York,54
2020-03-07,Louisiana,Michigan,35
2020-03-07,Missouri,New Jersey,5
2020-03-07,Rhode Island,Illinois,8
2020-03-07,Tennessee,Washington,20
2020-03-07,New York,Minnesota,71
2020-03-07,Ohio,North Carolina,14
2020-03-07,Nevada,Florida,99
2020-03-07,Colorado,Missouri,99
2020-03-07,Georgia,Missouri,151
2020-03-07,Oregon,New York,17
2020-03-07,South Carolina,Washington,5
2020-03-07,North Carolina,Colorado,70
2020-03-07,Louisiana,Kentucky,2
2020-03-07,Florida,Alabama,33
2020-03-07,Minnesota,District of Columbia,38
2020-03-07,Tennessee,New York,30
2020-03-07,Utah,Maryland,16
2020-03-07,Utah,Texas,149
2020-03-07,Montana,Nevada,11
2020-03-07,Ohio,Maryland,57
2020-03-07,Texas,Florida,979
2020-03-07,North Carolina,Tennessee,97
2020-03-07,Nebraska,Minnesota,1
2020-03-07,New Jersey,North Carolina,92
2020-03-07,Illinois,Vermont,7
2020-03-07,District of Columbia,South Carolina,7
2020-03-07,Virginia,Florida,88
2020-03-07,Texas,Montana,7
2020-03-07,Louisiana,Utah,7
2020-03-07,New Jersey,New York,3
2020-03-07,Wisconsin,Nevada,25
2020-03-07,Rhode Island,Pennsylvania,14
2020-03-07,Maryland,Georgia,122
2020-03-07,Kentucky,Nevada,2
2020-03-07,New York,Missouri,33
2020-03-07,South Carolina,Georgia,196
2020-03-07,Michigan,Montana,1
2020-03-07,Wisconsin,District of Columbia,14
2020-03-07,Hawaii,Nevada,22
2020-03-07,Hawaii,Washington,117
2020-03-07,New Hampshire,Maryland,31
2020-03-07,Colorado,Illinois,183
2020-03-07,Florida,Nevada,98
2020-03-07,Massachusetts,Utah,23
2020-03-07,Missouri,New York,34
2020-03-07,Montana,Illinois,17
2020-03-07,Illinois,Michigan,82
2020-03-07,Hawaii,Alaska,18
2020-03-07,District of Columbia,Tennessee,40
2020-03-07,Louisiana,Pennsylvania,16
2020-03-07,California,Florida,305
2020-03-07,Alabama,Maryland,7
2020-03-07,Illinois,New Mexico,9
2020-03-07,Michigan,Georgia,131
2020-03-07,Texas,South Carolina,28
2020-03-07,Florida,Iowa,35
2020-03-07,South Carolina,New York,43
2020-03-07,Iowa,Illinois,7
2020-03-07,Texas,Connecticut,7
2020-03-07,California,Oregon,425
2020-03-07,Maine,Georgia,6
2020-03-07,Illinois,Colorado,186
2020-03-07,Oklahoma,Tennessee,7
2020-03-07,New Jersey,Hawaii,7
2020-03-07,Washington,Utah,99
2020-03-07,Georgia,Texas,468
2020-03-07,Arizona,Louisiana,17
2020-03-07,District of Columbia,Colorado,95
2020-03-07,Georgia,Connecticut,44
2020-03-07,New York,Nevada,67
2020-03-07,California,Georgia,318
2020-03-07,Missouri,Arizona,97
2020-03-07,Maryland,New Hampshire,31
2020-03-07,Florida,Michigan,438
2020-03-07,Washington,Washington,40
2020-03-07,Kentucky,Arizona,7
2020-03-07,Louisiana,Indiana,3
2020-03-07,Hawaii,Hawaii,1411
2020-03-07,Arizona,Oregon,71
2020-03-07,North Carolina,Rhode Island,26
2020-03-07,Florida,Ohio,469
2020-03-07,Pennsylvania,Rhode Island,14
2020-03-07,Michigan,Tennessee,52
2020-03-07,Oklahoma,Illinois,8
2020-03-07,Illinois,New York,311
2020-03-07,District of Columbia,Louisiana,35
2020-03-07,Texas,Colorado,526
2020-03-07,Maryland,New Mexico,8
2020-03-07,Arizona,Michigan,73
2020-03-07,District of Columbia,Texas,213
2020-03-07,Louisiana,District of Columbia,35
2020-03-07,Texas,California,1145
2020-03-07,Nevada,Indiana,36
2020-03-07,Oklahoma,Colorado,36
2020-03-07,Massachusetts,Illinois,141
2020-03-07,Michigan,Michigan,40
2020-03-07,Georgia,Florida,1171
2020-03-07,Pennsylvania,Texas,137
2020-03-07,North Carolina,South Carolina,34
2020-03-07,Utah,New York,53
2020-03-07,North Carolina,Connecticut,41
2020-03-07,Colorado,Michigan,74
2020-03-07,Illinois,Arizona,240
2020-03-07,Vermont,Illinois,7
2020-03-07,Wisconsin,Arizona,54
2020-03-07,Georgia,Massachusetts,127
2020-03-07,Florida,Kansas,2
2020-03-07,Arizona,Kentucky,7
2020-03-07,Massachusetts,California,218
2020-03-07,Texas,Washington,135
2020-03-07,Arkansas,Missouri,13
2020-03-07,Georgia,New York,352
2020-03-07,Texas,Nevada,397
2020-03-07,Colorado,District of Columbia,95
2020-03-07,Colorado,Connecticut,13
2020-03-07,Florida,Oregon,10
2020-03-07,Texas,Texas,2043
2020-03-07,Maine,Maryland,21
2020-03-07,Illinois,Montana,17
2020-03-07,Kansas,Texas,14
2020-03-07,Minnesota,Florida,191
2020-03-07,Arkansas,Tennessee,2
2020-03-07,North Carolina,Texas,243
2020-03-07,Tennessee,Missouri,45
2020-03-07,Colorado,Ohio,73
2020-03-07,Michigan,Colorado,75
2020-03-07,Massachusetts,District of Columbia,190
2020-03-07,Missouri,California,120
2020-03-07,Texas,Pennsylvania,131
2020-03-07,Wyoming,Texas,10
2020-03-07,Florida,New York,1312
2020-03-07,Utah,Louisiana,7
2020-03-07,Oregon,Nevada,80
2020-03-07,Kansas,Arizona,10
2020-03-07,Georgia,South Dakota,6
2020-03-07,Texas,Arizona,416
2020-03-07,New Jersey,Minnesota,8
2020-03-07,Connecticut,Missouri,7
2020-03-07,Louisiana,Illinois,61
2020-03-07,Mississippi,Florida,2
2020-03-07,Michigan,South Carolina,10
2020-03-07,Utah,Wyoming,21
2020-03-07,Louisiana,North Carolina,46
2020-03-07,Kansas,Georgia,19
2020-03-07,Ohio,Washington,11
2020-03-07,Texas,Michigan,136
2020-03-07,Georgia,Rhode Island,19
2020-03-07,Michigan,Arizona,72
2020-03-07,Minnesota,North Dakota,20
2020-03-07,Georgia,New Jersey,119
2020-03-07,South Carolina,Texas,28
2020-03-07,Pennsylvania,Connecticut,18
2020-03-07,Minnesota,Colorado,102
2020-03-07,Utah,Montana,35
2020-03-07,New York,Ohio,11
2020-03-07,Texas,Georgia,466
2020-03-07,Virginia,Texas,21
2020-03-07,Tennessee,Colorado,57
2020-03-07,Georgia,West Virginia,2
2020-03-07,Pennsylvania,Massachusetts,162
2020-03-07,Texas,Wisconsin,38
2020-03-07,South Carolina,Maryland,33
2020-03-07,Illinois,Louisiana,60
2020-03-07,Arizona,Texas,411
2020-03-07,Louisiana,Missouri,23
2020-03-07,Kansas,Florida,2
2020-03-07,Hawaii,Colorado,28
2020-03-07,Wisconsin,Tennessee,11
2020-03-07,Texas,Illinois,443
2020-03-07,Minnesota,Indiana,11
2020-03-07,Massachusetts,North Carolina,151
2020-03-07,Utah,New Mexico,2
2020-03-07,Florida,North Carolina,677
2020-03-07,Connecticut,District of Columbia,7
2020-03-07,Pennsylvania,New York,24
2020-03-07,California,Illinois,514
2020-03-07,Kentucky,Illinois,18
2020-03-07,Rhode Island,Georgia,19
2020-03-07,Florida,Maryland,387
2020-03-07,New Jersey,Utah,28
2020-03-07,North Carolina,Nevada,51
2020-03-07,New Jersey,District of Columbia,24
2020-03-07,Arizona,California,741
2020-03-07,Nevada,Kentucky,2
2020-03-07,District of Columbia,California,187
2020-03-07,New York,South Carolina,43
2020-03-07,Georgia,Iowa,27
2020-03-07,Florida,South Carolina,27
2020-03-07,Missouri,Iowa,13
2020-03-07,South Carolina,Connecticut,5
2020-03-07,Texas,Missouri,263
2020-03-07,Indiana,North Carolina,13
2020-03-07,Colorado,New Mexico,39
2020-03-07,Colorado,Massachusetts,55
2020-03-07,Nevada,Nebraska,25
2020-03-07,Arkansas,Texas,29
2020-03-07,Missouri,North Carolina,75
2020-03-07,Minnesota,Louisiana,18
2020-03-07,District of Columbia,Rhode Island,13
2020-03-07,Colorado,Arkansas,6
2020-03-07,Tennessee,Wisconsin,16
2020-03-07,North Dakota,Georgia,1
2020-03-07,Arizona,Hawaii,40
2020-03-07,Idaho,Washington,26
2020-03-07,Texas,Utah,157
2020-03-07,Colorado,Texas,535
2020-03-07,Massachusetts,South Carolina,23
2020-03-07,Massachusetts,Georgia,127
2020-03-07,Florida,Georgia,1172
2020-03-07,Kentucky,Texas,21
2020-03-07,Illinois,New Hampshire,7
2020-03-07,Nevada,Idaho,18
2020-03-07,Missouri,Missouri,37
2020-03-07,Illinois,California,520
2020-03-07,Minnesota,Maryland,39
2020-03-07,Montana,New Jersey,7
2020-03-07,New York,Pennsylvania,24
2020-03-07,Wisconsin,Washington,6
2020-03-07,California,Indiana,35
2020-03-07,Massachusetts,Michigan,61
2020-03-07,Tennessee,Arkansas,2
2020-03-07,District of Columbia,Oregon,14
2020-03-07,North Carolina,Washington,33
2020-03-07,Connecticut,Florida,166
2020-03-07,Texas,Oregon,50
2020-03-07,Maine,North Carolina,14
2020-03-07,Connecticut,Maryland,28
2020-03-07,Nevada,Alabama,7
2020-03-07,New York,Louisiana,58
2020-03-07,Tennessee,California,88
2020-03-07,Minnesota,Wisconsin,37
2020-03-07,Oregon,Arizona,66
2020-03-07,North Carolina,New Jersey,99
2020-03-07,Michigan,Oregon,5
2020-03-07,Hawaii,New Jersey,7
2020-03-07,North Carolina,California,137
2020-03-07,Georgia,Tennessee,200
2020-03-07,Idaho,California,41
2020-03-07,Tennessee,New Jersey,26
2020-03-07,New Jersey,Washington,32
2020-03-07,Washington,Illinois,105
2020-03-07,Arizona,Ohio,61
2020-03-07,Wyoming,Utah,21
2020-03-07,New York,Oregon,18
2020-03-07,Iowa,Arizona,39
2020-03-07,New Mexico,Washington,7
2020-03-07,Texas,Kansas,14
2020-03-07,Hawaii,New York,7
2020-03-07,Nevada,Massachusetts,39
2020-03-07,Washington,Arizona,188
2020-03-07,Illinois,Utah,64
2020-03-07,Michigan,Minnesota,74
2020-03-07,Florida,Oklahoma,8
2020-03-07,Alabama,Texas,41
2020-03-07,Rhode Island,District of Columbia,13
2020-03-07,District of Columbia,Nebraska,7
2020-03-07,Idaho,Minnesota,5
2020-03-07,Ohio,Minnesota,14
2020-03-07,Indiana,Colorado,25
2020-03-07,North Carolina,New York,273
2020-03-07,Minnesota,Connecticut,6
2020-03-07,North Carolina,District of Columbia,80
2020-03-07,California,Pennsylvania,130
2020-03-07,Oregon,Utah,41
2020-03-07,Arkansas,Arizona,8
2020-03-07,Wisconsin,Texas,38
2020-03-07,Louisiana,New York,58
2020-03-07,Texas,North Carolina,243
2020-03-07,Arizona,Florida,92
2020-03-07,Washington,Massachusetts,38
2020-03-07,Michigan,New York,104
2020-03-07,Minnesota,Ohio,14
2020-03-07,Utah,New Jersey,28
2020-03-07,Georgia,Virginia,155
2020-03-07,Washington,Missouri,27
2020-03-07,Nebraska,Arizona,40
2020-03-07,New York,North Carolina,273
2020-03-07,Illinois,Ohio,128
2020-03-07,North Carolina,Nebraska,7
2020-03-07,Minnesota,Pennsylvania,13
2020-03-07,Georgia,Maryland,128
2020-03-07,Connecticut,Minnesota,6
2020-03-07,Hawaii,Utah,11
2020-03-07,Maryland,Washington,7
2020-03-07,Ohio,Tennessee,29
2020-03-07,Florida,South Dakota,8
2020-03-07,North Carolina,Ohio,14
2020-03-07,Washington,Alaska,186
2020-03-07,California,North Carolina,137
2020-03-07,Tennessee,Louisiana,34
2020-03-07,Ohio,Georgia,222
2020-03-07,Washington,New Jersey,32
2020-03-07,Michigan,Massachusetts,60
2020-03-07,Iowa,Nevada,17
2020-03-07,Washington,Texas,135
2020-03-07,Michigan,District of Columbia,45
2020-03-07,Washington,Louisiana,14
2020-03-07,Virginia,Georgia,154
2020-03-07,California,Missouri,119
2020-03-07,District of Columbia,Florida,408
2020-03-07,Louisiana,Colorado,55
2020-03-07,North Carolina,Utah,22
2020-03-07,Kentucky,Colorado,7
2020-03-07,Minnesota,Illinois,142
2020-03-07,Missouri,South Carolina,1
2020-03-07,Missouri,Connecticut,7
2020-03-07,South Dakota,Georgia,6
2020-03-07,Missouri,Utah,40
2020-03-07,New Jersey,Tennessee,18
2020-03-07,Illinois,Nebraska,45
2020-03-07,Louisiana,Arizona,17
2020-03-07,Florida,Colorado,289
2020-03-07,Michigan,North Carolina,85
2020-03-07,Hawaii,Massachusetts,5
2020-03-07,Ohio,Texas,84
2020-03-07,Montana,Utah,33
2020-03-07,Oklahoma,District of Columbia,7
2020-03-07,Maryland,Illinois,75
2020-03-07,Arizona,New Jersey,56
2020-03-07,California,Idaho,41
2020-03-07,Oregon,Hawaii,49
2020-03-07,Oklahoma,Georgia,62
2020-03-07,Nebraska,Florida,16
2020-03-07,Georgia,Wisconsin,81
2020-03-07,District of Columbia,North Carolina,87
2020-03-07,Massachusetts,Missouri,14
2020-03-07,Maryland,Connecticut,28
2020-03-07,Michigan,California,113
2020-03-07,New Jersey,Missouri,5
2020-03-07,Florida,Rhode Island,97
2020-03-07,Ohio,Michigan,12
2020-03-07,Massachusetts,New Jersey,107
2020-03-07,South Carolina,Massachusetts,24
2020-03-07,Louisiana,Nevada,21
2020-03-07,Oklahoma,Nevada,27
2020-03-07,Florida,New Hampshire,33
2020-03-07,Massachusetts,Maryland,90
2020-03-07,Pennsylvania,Georgia,221
2020-03-07,Oregon,Alaska,14
2020-03-07,Colorado,North Carolina,75
2020-03-07,Nebraska,Illinois,40
2020-03-07,Illinois,Oklahoma,8
2020-03-07,Florida,Kentucky,58
2020-03-07,Texas,New Mexico,106
2020-03-07,Texas,Nebraska,36
2020-03-07,Maryland,New York,98
2020-03-07,Iowa,Colorado,43
2020-03-07,Colorado,Hawaii,28
2020-03-07,Indiana,Maryland,24
2020-03-07,Alaska,Colorado,7
2020-03-07,Maryland,Pennsylvania,19
2020-03-07,New York,Maryland,98
2020-03-07,Missouri,Nebraska,15
2020-03-07,Maryland,Virginia,31
2020-03-07,South Carolina,Pennsylvania,11
2020-03-07,Wisconsin,North Carolina,7
2020-03-07,Georgia,South Carolina,195
2020-03-07,North Carolina,Virginia,65
2020-03-07,Texas,Hawaii,41
2020-03-07,Arizona,Arizona,42
2020-03-07,North Carolina,North Carolina,142
2020-03-07,Nevada,Tennessee,35
2020-03-07,New Jersey,Texas,150
2020-03-07,Oregon,Washington,44
2020-03-07,Colorado,California,625
2020-03-07,Mississippi,Georgia,39
2020-03-07,Arkansas,Georgia,51
2020-03-07,Washington,Nevada,169
2020-03-07,Alabama,Florida,32
2020-03-07,District of Columbia,Nevada,27
2020-03-07,Florida,Texas,971
2020-03-07,Maryland,Missouri,42
2020-03-07,South Dakota,Minnesota,14
2020-03-07,Georgia,Pennsylvania,228
2020-03-07,North Dakota,Minnesota,20
2020-03-07,Georgia,North Carolina,262
2020-03-07,Oklahoma,Washington,7
2020-03-07,Utah,Tennessee,13
2020-03-07,Colorado,Kentucky,7
2020-03-07,Indiana,California,35
2020-03-07,Missouri,Washington,27
2020-03-07,Ohio,Colorado,79
2020-03-07,Colorado,Montana,60
2020-03-07,Alaska,Hawaii,18
2020-03-07,Wyoming,Illinois,15
2020-03-07,Pennsylvania,Maryland,14
2020-03-07,Georgia,Michigan,130
2020-03-14,Georgia,Mississippi,34
2020-03-14,Florida,North Carolina,674
2020-03-14,Colorado,Hawaii,28
2020-03-14,Louisiana,Massachusetts,21
2020-03-14,Kentucky,Nevada,2
2020-03-14,Michigan,Montana,1
2020-03-14,Missouri,Oregon,8
2020-03-14,Utah,Idaho,14
2020-03-14,Iowa,Texas,20
2020-03-14,Ohio,Pennsylvania,12
2020-03-14,Texas,Nevada,396
2020-03-14,Minnesota,Tennessee,44
2020-03-14,Rhode Island,District of Columbia,13
2020-03-14,California,Texas,1154
2020-03-14,Rhode Island,Maryland,27
2020-03-14,District of Columbia,Oregon,14
2020-03-14,Oregon,Illinois,49
2020-03-14,Wyoming,Illinois,15
2020-03-14,Arizona,Utah,134
2020-03-14,Arizona,Georgia,95
2020-03-14,Massachusetts,District of Columbia,191
2020-03-14,Georgia,Connecticut,46
2020-03-14,Alaska,Alaska,424
2020-03-14,New York,California,492
2020-03-14,New York,Colorado,125
2020-03-14,Montana,California,3
2020-03-14,Washington,Nevada,168
2020-03-14,Georgia,Oklahoma,58
2020-03-14,Nevada,Utah,89
2020-03-14,Minnesota,South Dakota,19
2020-03-14,Utah,California,322
2020-03-14,Nebraska,Florida,16
2020-03-14,Minnesota,Pennsylvania,12
2020-03-14,New York,Wyoming,2
2020-03-14,Arizona,Tennessee,38
2020-03-14,Washington,Ohio,11
2020-03-14,Illinois,Virginia,12
2020-03-14,Louisiana,Georgia,113
2020-03-14,Missouri,Indiana,12
2020-03-14,Tennessee,North Carolina,97
2020-03-14,Washington,Tennessee,21
2020-03-14,Indiana,New Jersey,1
2020-03-14,Arkansas,Arizona,8
2020-03-14,California,Nebraska,12
2020-03-14,Missouri,Illinois,159
2020-03-14,Pennsylvania,Nevada,48
2020-03-14,Florida,Florida,349
2020-03-14,Texas,Minnesota,110
2020-03-14,North Carolina,Colorado,69
2020-03-14,Massachusetts,Texas,112
2020-03-14,Washington,Illinois,107
2020-03-14,Texas,South Carolina,28
2020-03-14,Texas,Connecticut,7
2020-03-14,New York,Wisconsin,11
2020-03-14,Tennessee,Nevada,38
2020-03-14,Utah,Texas,157
2020-03-14,Kansas,Colorado,11
2020-03-14,Nevada,Illinois,168
2020-03-14,Ohio,Illinois,135
2020-03-14,Michigan,Washington,34
2020-03-14,North Carolina,California,137
2020-03-14,Oklahoma,Illinois,7
2020-03-14,Colorado,South Dakota,10
2020-03-14,Arizona,Louisiana,17
2020-03-14,Nevada,Massachusetts,42
2020-03-14,Oregon,Massachusetts,10
2020-03-14,Illinois,Missouri,152
2020-03-14,Massachusetts,North Carolina,153
2020-03-14,Nevada,North Dakota,17
